toolchain	toolchainversion	moduleversionsuffix	count
GCCcore	11.2.0	-osmesa	1
GCCcore	11.2.0	-Perl-5.34.0	1
GCCcore	11.2.0	-python	1
GCCcore	11.2.0	-Python-2.7.18	4
GCCcore	11.2.0	-Python-3.9.6	1
GCCcore	11.2.0	-ROCm-4.5.0	1
GCCcore	11.2.0	-tools	1
GCCcore	11.3.0		587
GCCcore	11.3.0	-bare	2
GCCcore	11.3.0	-CUDA-11.7.0	5
GCCcore	11.3.0	-egl	1
GCCcore	11.3.0	-int64	1
GCCcore	11.3.0	-Java-11	2
GCCcore	11.3.0	-largefiles	1
GCCcore	11.3.0	-minimal	1
GCCcore	11.3.0	-nodocs	1
GCCcore	11.3.0	-osmesa	1
GCCcore	11.3.0	-Perl-5.34.1	1
GCCcore	11.3.0	-python	1
GCCcore	11.3.0	-Python-3.10.4	2
GCCcore	11.3.0	-Rust-1.65.0	1
GCCcore	11.3.0	-tools	1
GCCcore	11.4.0		6
GCCcore	12.1.0		14
GCCcore	12.2.0		378
GCCcore	12.2.0	-bare	3
GCCcore	12.2.0	-CUDA-11.7.0	2
GCCcore	12.2.0	-CUDA-12.0.0	3
GCCcore	12.2.0	-Java-17	1
GCCcore	12.2.0	-llvmlite	1
GCCcore	12.2.0	-minimal	1
GCCcore	12.2.0	-nodocs	1
GCCcore	12.2.0	-python	1
GCCcore	12.2.0	-Python-3.10.8	1
GCCcore	12.2.0	-Rust-1.65.0	1
GCCcore	12.2.0	-Rust-1.75.0	1
GCCcore	12.2.0	-slurm	1
GCCcore	12.2.0	-tools	1
GCCcore	12.3.0		477
GCCcore	12.3.0	-CUDA-12.1.1	8
GCCcore	12.3.0	-CUDA-12.3.0	1
GCCcore	12.3.0	-Java-17	5
GCCcore	12.3.0	-largefiles	1
GCCcore	12.3.0	-llvmlite	1
GCCcore	12.3.0	-nodocs	1
GCCcore	12.3.0	-osmesa	1
GCCcore	12.3.0	-Perl-5.36.1	1
GCCcore	12.3.0	-python	1
GCCcore	12.3.0	-Rust-1.75.0	1
GCCcore	12.3.0	-tools	1
GCCcore	12.3.0	-voices-20200330	1
GCCcore	13.1.0		23
GCCcore	13.2.0		297
GCCcore	13.2.0	-CUDA-12.4.0	2
GCCcore	13.2.0	-python	1
GCCcore	13.2.0	-Rust-1.76.0	1
GCCcore	13.2.0	-tools	1
GCCcore	13.3.0		76
GCCcore	14.1.0		6
GCCcore	system		7
gcccuda	2017b		2
gcccuda	2018a		1
gcccuda	2018b		1
gcccuda	2019a		5
gcccuda	2019b		10
gcccuda	2019b	-Python-3.7.4	1
gcccuda	2020a		3
gcccuda	2020b		7
gfbf	2022a		14
gfbf	2022b		26
gfbf	2023a		58
gfbf	2023a	-R-4.3.2	2
gfbf	2023b		20
gfbf	2023b	-Java-11-R-4.3.3	1
gfbf	2023.09		1
gimkl	2.11.5		82
gimkl	2.11.5	-32bitIDX	1
gimkl	2.11.5	-mpi	1
gimkl	2.11.5	-no-X11	1
gimkl	2.11.5	-Python-2.7.10	3
gimkl	2.11.5	-serial	1
gimkl	2017a		33
gimkl	2017a	-Perl-5.24.0	2
gimkl	2018b		1
gimpi	2.11.5		1
gimpi	2017a		1
gimpi	2017b		2
gimpi	2017b	-OpenBLAS-0.2.20	1
gimpi	2018a		2
gimpi	2018a	-OpenBLAS-0.2.20	1
gimpi	2018b		1
gimpic	2017b		2
gimpic	2017b	-OpenBLAS-0.2.20	1
giolf	2017b		2
giolf	2018a		1
giolfc	2017b		1
gmpich	2016a		2
gmpich	2016a	-OpenBLAS-0.2.15-LAPACK-3.6.0	1
gmpich	2017.08		2
gmpich	2017.08	-OpenBLAS-0.2.20	1
gmpolf	2016a		1
gmpolf	2017.10		3
gmvapich2	1.7.20		2
gmvapich2	1.7.20	-OpenBLAS-0.2.13-LAPACK-3.5.0	1
gmvapich2	2016a		3
gmvapich2	2016a	-OpenBLAS-0.2.15-LAPACK-3.6.0	1
gmvolf	1.7.20		1
gmvolf	2016a		1
GNU	4.9.2-2.25		9
GNU	4.9.2-2.25	-LAPACK-3.5.0	1
GNU	4.9.3-2.25		52
GNU	4.9.3-2.25	-2015-0603	1
GNU	4.9.3-2.25	-bare	1
GNU	4.9.3-2.25	-clientonly	1
GNU	4.9.3-2.25	-LAPACK-3.5.0	1
GNU	4.9.3-2.25	-no-X11	1
GNU	5.1.0-2.25		5
gobff	2020b		1
gobff	2021a		1
gobff	2020.06-amd		1
gobff	2020.11		1
goblf	2018b		1
goblf	2020b		1
golf	2018a		1
golf	2020a		1
gomkl	2018b		1
gomkl	2019a		2
gomkl	2019a	-mkl	1
gomkl	2020b		1
gomkl	2021a		11
gomkl	2022a		2
gomkl	2023a		3
gomkl	2023a	-metis-seq	1
gompi	2016a		2
gompi	2016a	-OpenBLAS-0.2.15-LAPACK-3.6.0	1
gompi	2016b		3
gompi	2016b	-OpenBLAS-0.2.18-LAPACK-3.6.1	1
gompi	2017a		3
gompi	2017a	-OpenBLAS-0.2.19-LAPACK-3.7.0	1
gompi	2017b		3
gompi	2017b	-OpenBLAS-0.2.20	1
gompi	2018a		2
gompi	2018a	-OpenBLAS-0.2.20	1
gompi	2018b		7
gompi	2018b	-BLIS-0.3.2	1
gompi	2018b	-OpenBLAS-0.3.1	1
gompi	2019a		60
gompi	2019a	-OpenBLAS-0.3.5	1
gompi	2019a	-Perl-5.28.1	1
gompi	2019a	-Python-3.7.2	1
gompi	2019a	-timed-pingpong	1
gompi	2019b		66
gompi	2019b	-HMMER	1
gompi	2019b	-nocpl	1
gompi	2019b	-Perl-5.30.0	1
gompi	2019b	-Python-2.7.16	2
gompi	2019b	-Python-3.7.4	3
gompi	2020a		54
gompi	2020a	-amd	2
gompi	2020a	-bf	1
gompi	2020a	-hybrid-avx2	1
gompi	2020a	-lmax-6-cp2k	1
gompi	2020a	-Perl-5.30.2	1
gompi	2020a	-Python-2.7.18	2
gompi	2020a	-Python-3.8.2	3
gompi	2020a	-with-extensions	2
gompi	2020b		62
gompi	2020b	-bf	1
gompi	2020b	-bl	1
gompi	2020b	-hybrid-avx2	1
gompi	2020b	-Java-13-pthreads-avx2	1
gompi	2020b	-Python-2.7.18	1
gompi	2020b	-with-extensions	1
gompi	2021a		69
gompi	2021a	-bf	1
gompi	2021a	-CUDA-11.3.1	3
gompi	2021a	-fb	1
gompi	2021a	-hybrid-avx	1
gompi	2021a	-hybrid-avx2	1
gompi	2021a	-static	3
gompi	2021a	-with-extensions	1
gompi	2021b		64
gompi	2021b	-CUDA-11.4.1	3
gompi	2021b	-fb	1
gompi	2021b	-hybrid-avx2	1
gompi	2021b	-Python-2.7.18	1
gompi	2021b	-ROCm-4.5.0	1
gompi	2021b	_saute.1.3.0_1	1
gompi	2021b	-static	1
gompi	2021b	-with-extensions	1
gompi	2022a		89
gompi	2022a	-basic	1
gompi	2022a	-CUDA-11.7.0	7
gompi	2022a	-fb	1
gompi	2022a	-HepMC3-3.2.5	1
gompi	2022a	-int64	1
gompi	2022b		35
gompi	2022b	-avx2	1
gompi	2022b	-CUDA-12.0.0	2
gompi	2022b	-fb	1
gompi	2023a		45
gompi	2023a	-CUDA-12.1.1	2
gompi	2023a	-fb	1
gompi	2023a	-HepMC3-3.2.6	1
gompi	2023b		16
gompi	2023b	-CUDA-12.4.0	1
gompi	2023b	-fb	1
gompi	2016.04		2
gompi	2016.04	-OpenBLAS-0.2.18-LAPACK-3.6.0	1
gompi	2016.06		2
gompi	2016.06	-OpenBLAS-0.2.18-LAPACK-3.6.0	1
gompi	2016.07		4
gompi	2016.07	-LAPACK-3.6.1	1
gompi	2016.07	-OpenBLAS-0.2.18-LAPACK-3.6.1	1
gompi	2016.09		3
gompi	2016.09	-LAPACK-3.6.1	1
gompi	2016.09	-OpenBLAS-0.2.19-LAPACK-3.6.1	1
gompi	2018.08		2
gompi	2018.08	-OpenBLAS-0.3.3	1
gompi	2022.05		3
gompi	2022.05	-fb	1
gompi	2022.10		3
gompi	2022.10	-fb	1
gompi	2023.09		3
gompi	2023.09	-fb	1
gompic	2017b		2
gompic	2017b	-OpenBLAS-0.2.20	1
gompic	2018a		2
gompic	2018a	-OpenBLAS-0.2.20	1
gompic	2018b		2
gompic	2018b	-OpenBLAS-0.3.1	1
gompic	2019a		8
gompic	2019a	-OpenBLAS-0.3.5	1
gompic	2019b		14
gompic	2019b	-Python-3.7.4	1
gompic	2020a		10
gompic	2020b		12
iccifort	2016.0.109-GCC-4.9.3-2.25		1
iccifort	2016.1.150-GCC-4.9.3-2.25		1
iccifort	2016.2.181-GCC-4.9.3-2.25		1
iccifort	2016.2.181-GCC-5.3.0-2.26		1
iccifort	2016.3.210-GCC-4.9.3-2.25		5
iccifort	2016.3.210-GCC-5.3.0-2.26		1
iccifort	2016.3.210-GCC-5.4.0-2.26		14
iccifort	2016.3.210-GCC-5.4.0-2.26	-bare	2
iccifort	2017.0.098-GCC-5.4.0-2.26		1
iccifort	2017.1.132-GCC-5.4.0-2.26		3
iccifort	2017.1.132-GCC-6.3.0-2.27		3
iccifort	2017.2.174-GCC-6.3.0-2.27		1
iccifort	2017.4.196-GCC-6.4.0-2.28		21
iccifort	2017.4.196-GCC-6.4.0-2.28	-Perl-5.26.0	1
iccifort	2017.4.196-GCC-6.4.0-2.28	-Perl-5.26.0-HMMER	1
iccifort	2017.5.239-GCC-6.4.0-2.28		1
iccifort	2018.0.128-GCC-6.4.0-2.28		1
iccifort	2018.1.163-GCC-6.4.0-2.28		5
iccifort	2018.1.163-GCC-6.4.0-2.28	-serial	1
iccifort	2018.2.199-GCC-6.4.0-2.28		2
iccifort	2018.3.222-GCC-7.3.0-2.30		7
iccifort	2018.5.274-GCC-7.3.0-2.30		1
iccifort	2019.0.117-GCC-8.2.0-2.31.1		1
iccifort	2019.1.144-GCC-8.2.0-2.31.1		40
iccifort	2019.1.144-GCC-8.2.0-2.31.1	-Python-3.7.2	1
iccifort	2019.2.187-GCC-8.2.0-2.31.1		1
iccifort	2019.3.199-GCC-8.3.0-2.32		2
iccifort	2019.5.281		47
iccifort	2019.5.281	-Python-2.7.16	1
iccifort	2019.5.281	-Python-3.7.4	5
iccifort	2019.5.281	-with-extensions	1
iccifort	2020.0.166-GCC-9.2.0		1
iccifort	2020.1.217		18
iccifort	2020.1.217	-Python-3.8.2	3
iccifort	2020.4.304		39
iccifort	2020.4.304	-lmax-6-cp2k	1
iccifort	2020.4.304	-serial	1
iccifort	system-GCC-system-2.29		1
iccifortcuda	2019a		1
iccifortcuda	2019b		1
iccifortcuda	2020a		2
iccifortcuda	2020b		1
iccifortcuda	2017.4.196-GCC-6.4.0-2.28		1
iccifortcuda	2016.10		1
iibff	2020b		1
iimkl	2018a		1
iimkl	2022a		1
iimkl	2022b		2
iimkl	2023a		5
iimpi	8.1.5-GCC-4.9.3-2.25		1
iimpi	2016b		1
iimpi	2017a		1
iimpi	2017b		1
iimpi	2018a		1
iimpi	2018b		1
iimpi	2019a		27
iimpi	2019a	-mpi	1
iimpi	2019a	-Python-3.7.2	1
iimpi	2019a	-timed-pingpong	1
iimpi	2019b		23
iimpi	2019b	-hybrid-avx2	1
iimpi	2019b	-Python-3.7.4	1
iimpi	2020a		31
iimpi	2020a	-lmax-6-cp2k	1
iimpi	2020a	-Python-2.7.18	1
iimpi	2020a	-Python-3.8.2	2
iimpi	2020a	-with-extensions	2
iimpi	2020b		18
iimpi	2020b	-bf	1
iimpi	2020b	-intelmpi	1
iimpi	2021a		13
iimpi	2021a	-lmax-6-cp2k	1
iimpi	2021b		19
iimpi	2021b	-intelmpi	1
iimpi	2022a		16
iimpi	2022a	-intelmpi	1
iimpi	2022b		8
iimpi	2022b	-intelmpi	1
iimpi	2023a		6
iimpi	2023b		6
iimpi	2016.00-GCC-4.9.3-2.25		1
iimpi	2016.01-GCC-4.9.3-2.25		1
iimpi	2016.02-GCC-4.9.3-2.25		1
iimpi	2016.02-GCC-5.3.0-2.26		1
iimpi	2016.03-GCC-4.9.3-2.25		1
iimpi	2016.03-GCC-5.3.0-2.26		1
iimpi	2016.03-GCC-5.4.0-2.26		1
iimpi	2017.00-GCC-5.4.0-2.26		1
iimpi	2017.01-GCC-5.4.0-2.26		1
iimpi	2017.02-GCC-6.3.0-2.27		1
iimpi	2017.09		1
iimpi	2018.00		1
iimpi	2018.01		1
iimpi	2018.02		1
iimpi	2018.04		1
iimpi	2019.00		1
iimpi	2019.01		1
iimpi	2019.02		1
iimpi	2019.03		1
iimpi	2020.00		1
iimpi	2020.06-impi-18.5		1
iimpi	2020.12		1
iimpi	2022.00		1
iimpi	2022.05		1
iimpi	2022.09		1
iimpi	2022.11		1
iimpi	2022.12		1
iimpi	2023.03		1
iimpi	2023.07		1
iimpi	2023.11		1
iimpic	2017b		1
iimpic	2019a		4
iimpic	2019b		8
iimpic	2020a		3
iimpic	2020b		3
iimpic	2016.10		1
intel	2016a		465
intel	2016a	-32bitIDX	1
intel	2016a	-AmberTools-15-patchlevel-13-13	1
intel	2016a	-bare	2
intel	2016a	-dmpar	2
intel	2016a	-fontconfig-2.11.95	1
intel	2016a	-freetype-2.6.3	1
intel	2016a	-gettext-0.19.7	1
intel	2016a	-GLib-2.48.0	2
intel	2016a	-hybrid	1
intel	2016a	-hybrid-dp	1
intel	2016a	-libX11-1.6.3	3
intel	2016a	-Mesa-11.2.1	5
intel	2016a	-METIS-5.1.0	2
intel	2016a	-mpi	1
intel	2016a	-mt-Python-2.7.11	2
intel	2016a	-NASM-2.12.01	1
intel	2016a	-no-X11	1
intel	2016a	-ParMETIS-4.0.3	1
intel	2016a	-Perl-5.20.3	4
intel	2016a	-Perl-5.22.1	3
intel	2016a	-Perl-5.22.2	1
intel	2016a	-Python-2.7.11	109
intel	2016a	-Python-2.7.11-freetype-2.6.3	5
intel	2016a	-Python-2.7.11-HDF5-1.8.16	1
intel	2016a	-Python-2.7.11-HDF5-1.8.16-serial	1
intel	2016a	-Python-2.7.11-MariaDB-10.1.14	1
intel	2016a	-Python-2.7.11-timed-pingpong	1
intel	2016a	-Python-2.7.11-vsc-base-2.4.17	1
intel	2016a	-Python-2.7.11-vsc-base-2.5.1	1
intel	2016a	-Python-2.7.11-zmq4	1
intel	2016a	-Python-3.5.1	8
intel	2016a	-Python-3.5.1-zmq4	1
intel	2016a	-R-3.2.3	4
intel	2016a	-serial	1
intel	2016b		499
intel	2016b	-dmpar	2
intel	2016b	-downloaded-deps	1
intel	2016b	-HTSlib-1.3.2	1
intel	2016b	-Java-1.7.0_80-Python-2.7.12	1
intel	2016b	-Java-1.8.0_112	2
intel	2016b	-METIS-5.1.0	1
intel	2016b	-mpi	2
intel	2016b	-ParMETIS-4.0.3	1
intel	2016b	-Perl-5.24.0	8
intel	2016b	-PLUMED-2.2.3	1
intel	2016b	-psmp	1
intel	2016b	-Python-2.7.12	142
intel	2016b	-Python-2.7.12-Boost-1.63.0	1
intel	2016b	-Python-2.7.12-HDF5-1.8.17	1
intel	2016b	-Python-2.7.12-HDF5-1.8.18	2
intel	2016b	-Python-2.7.12-HDF5-1.10.0-patch1	1
intel	2016b	-Python-2.7.12-PCRE-8.39	1
intel	2016b	-Python-2.7.12-timed-pingpong	1
intel	2016b	-Python-2.7.12-zmq4	2
intel	2016b	-Python-3.5.2	42
intel	2016b	-Python-3.5.2-freetype-2.6.5	1
intel	2016b	-Python-3.5.2-HDF5-1.8.17	1
intel	2016b	-Python-3.5.2-HDF5-1.8.18	1
intel	2016b	-Python-3.5.2-HDF5-1.10.0-patch1	1
intel	2016b	-Python-3.5.2-zmq4	2
intel	2016b	-R-3.3.1	7
intel	2016b	-R-3.3.3	1
intel	2016b	-serial	1
intel	2016b	-single	1
intel	2016b	-sockets	1
intel	2016b	-X11-20160819	1
intel	2017a		421
intel	2017a	-2015-10-20-patches-20170814-Python-2.7.13	1
intel	2017a	-centos7-Python-2.7.13	1
intel	2017a	-HDF5-1.8.18	4
intel	2017a	-HDF5-1.10.1	1
intel	2017a	-hybrid-avx2	1
intel	2017a	-JasPer-1.900.1	1
intel	2017a	-METIS-5.1.0	1
intel	2017a	-mpi	5
intel	2017a	-mt	1
intel	2017a	-mt-kmer_37	1
intel	2017a	-no-netcdf	1
intel	2017a	-no-storm	1
intel	2017a	-PacBio	1
intel	2017a	-ParMETIS-4.0.3	1
intel	2017a	-Perl-5.24.1	13
intel	2017a	-Python-2.7.13	93
intel	2017a	-Python-2.7.13-HDF5-HDF	1
intel	2017a	-Python-2.7.13-HDF5-1.8.18	1
intel	2017a	-Python-2.7.13-libpng-1.6.29	1
intel	2017a	-Python-2.7.13-Qt-4.8.7	1
intel	2017a	-Python-2.7.13-timed-pingpong	1
intel	2017a	-Python-2.7.13-zmq4	1
intel	2017a	-Python-3.6.1	40
intel	2017a	-Python-3.6.1-HDF5-1.10.0-patch1	1
intel	2017a	-Python-3.6.1-libpng-1.6.29	1
intel	2017a	-R-3.4.0	10
intel	2017a	-serial	2
intel	2017a	-X11-20170314	3
intel	2017b		443
intel	2017b	-5build1	1
intel	2017b	-2017-12-14-Python-2.7.14	1
intel	2017b	-AmberTools-17-patchlevel-8-12	1
intel	2017b	-AmberTools-17-patchlevel-10-15-Python-2.7.14	1
intel	2017b	-AmberTools-18-patchlevel-10-8	1
intel	2017b	-CUDA-9.1.85-Python-2.7.14	1
intel	2017b	-Hadoop-2.6-Java-1.8.0_152-Python-3.6.3	1
intel	2017b	-HDF5-1.8.19	3
intel	2017b	-hybrid-avx	1
intel	2017b	-hybrid-avx2	1
intel	2017b	-hybrid-sse3	1
intel	2017b	-i8	1
intel	2017b	-Java-1.8.0_152	2
intel	2017b	-kmer_101	1
intel	2017b	-METIS-5.1.0	1
intel	2017b	-MPFR-3.1.6	1
intel	2017b	-mpi	2
intel	2017b	-ParMETIS-4.0.3	2
intel	2017b	-Perl-5.26.0	9
intel	2017b	-Perl-5.26.0-Python-2.7.14	1
intel	2017b	-Perl-5.26.0-Python-3.6.3	1
intel	2017b	-Python-2.7.14	122
intel	2017b	-Python-2.7.14-Geant4-10.04	1
intel	2017b	-Python-2.7.14-HDF5-1.8.19	1
intel	2017b	-Python-2.7.14-R-3.4.3	1
intel	2017b	-Python-2.7.14-zmq4	1
intel	2017b	-Python-3.6.3	74
intel	2017b	-Python-3.6.3-HDF5-1.8.19	1
intel	2017b	-R-3.4.3	9
intel	2017b	-R-3.4.3-Python-2.7.14	1
intel	2017b	-X11-20171023	1
intel	2017b	-X11-20171023-HDF5-1.8.19	1
intel	2018a		404
intel	2018a	-2017-12-14-Python-2.7.14	1
intel	2018a	-20181006	1
intel	2018a	-BioPerl-1.7.2	1
intel	2018a	-downloaded-deps	2
intel	2018a	-hybrid-avx2	1
intel	2018a	-Java-1.8.0_162	1
intel	2018a	-METIS-5.1.0	1
intel	2018a	-mpi	1
intel	2018a	-PathCV	1
intel	2018a	-Perl-5.26.1	9
intel	2018a	-Python-2.7.14	92
intel	2018a	-Python-2.7.14-serial	1
intel	2018a	-Python-2.7.14-timed-pingpong	1
intel	2018a	-Python-3.6.4	96
intel	2018a	-Python-3.6.4-CUDA-9.1.85	2
intel	2018a	-R-3.4.4	7
intel	2018a	-Ruby-2.5.1	3
intel	2018a	-with-extensions	1
intel	2018a	-X11-20180131	1
intel	2018b		286
intel	2018b	-abinit	1
intel	2018b	-AmberTools-17-patchlevel-10-15	1
intel	2018b	-ASE-3.18.0-Python-3.6.6	1
intel	2018b	-dmpar	2
intel	2018b	-Hadoop-2.7-Java-1.8-Python-3.6.6	1
intel	2018b	-hybrid-avx2	1
intel	2018b	-METIS-5.1.0	2
intel	2018b	-mpi	1
intel	2018b	-PathCV	1
intel	2018b	-Perl-5.28.0	6
intel	2018b	-Perl-5.28.0-HMMER	1
intel	2018b	-Python-2.7.15	66
intel	2018b	-Python-2.7.15-maxam8	1
intel	2018b	-Python-2.7.15-serial	1
intel	2018b	-Python-3.6.6	86
intel	2018b	-R-3.5.1	1
intel	2018b	-with-extensions	1
intel	2019a		112
intel	2019a	-5build1	1
intel	2019a	-hybrid-avx2	1
intel	2019a	-kj_mol	1
intel	2019a	-metis	1
intel	2019a	-metis-seq	1
intel	2019a	-METIS-5.1.0	1
intel	2019a	-peigs	1
intel	2019a	-Python-2.7.15	9
intel	2019a	-Python-3.7.2	35
intel	2019a	-R-3.6.0	4
intel	2019b		159
intel	2019b	-5build1	1
intel	2019b	-ASE-3.20.1-Python-3.7.4	1
intel	2019b	-dmpar	2
intel	2019b	-dm+sm	1
intel	2019b	-metis	1
intel	2019b	-METIS-5.1.0	1
intel	2019b	-peigs	1
intel	2019b	-PEXSI	2
intel	2019b	-Python-2.7.16	20
intel	2019b	-Python-3.7.4	81
intel	2019b	-Python-3.7.4-Java-1.8	2
intel	2019b	-Python-3.7.4-kokkos	2
intel	2019b	-Python-3.7.4-kokkos-OCTP	1
intel	2019b	-Python-3.7.4-mpi	1
intel	2020a		121
intel	2020a	-dmpar	1
intel	2020a	-kj_mol	1
intel	2020a	-metis	1
intel	2020a	-METIS-5.1.0	1
intel	2020a	-mpi	1
intel	2020a	-Python-2.7.18	4
intel	2020a	-Python-2.7.18-int64	1
intel	2020a	-Python-2.7.18-mpi-int64	1
intel	2020a	-Python-3.8.2	70
intel	2020a	-Python-3.8.2-kokkos	1
intel	2020a	-Python-3.8.2-mpi	1
intel	2020a	-Python-3.8.2-noGA	1
intel	2020a	-Python-3.8.2-parallel	1
intel	2020a	-trisolve-merge	1
intel	2020b		102
intel	2020b	-ASA	1
intel	2020b	-ASE-3.21.1	3
intel	2020b	-ASE-3.22.0	1
intel	2020b	-dmpar	1
intel	2020b	-linux_64bit	1
intel	2020b	-metis	1
intel	2020b	-METIS-5.1.0	1
intel	2020b	-PEXSI	1
intel	2020b	-PyMC	1
intel	2021a		44
intel	2021a	-int64	1
intel	2021a	-metis	1
intel	2021a	-METIS-5.1.0	1
intel	2021a	-mpi	1
intel	2021a	-PEXSI	1
intel	2021b		54
intel	2021b	-metis	1
intel	2021b	-METIS-5.1.0	1
intel	2021b	-PyMC	1
intel	2022a		57
intel	2022a	-ASA	1
intel	2022a	-CUDA-11.7.0	1
intel	2022a	-noGA	1
intel	2022b		11
intel	2022b	-int64	1
intel	2023a		16
intel	2023a	-int64	1
intel	2023b		3
intel	2016.00		1
intel	2016.01		1
intel	2016.02-GCC-4.9		37
intel	2016.02-GCC-4.9	-libxc	1
intel	2016.02-GCC-4.9	-no-X11	1
intel	2016.02-GCC-4.9	-Python-2.7.11	2
intel	2016.02-GCC-5.3		1
intel	2016.03-GCC-4.9		1
intel	2016.03-GCC-5.3		1
intel	2016.03-GCC-5.4		1
intel	2017.00		1
intel	2017.01		5
intel	2017.02		2
intel	2017.09		1
intel	2018.00		7
intel	2018.00	-Python-3.6.2	1
intel	2018.01		13
intel	2018.01	-Python-2.7.14	1
intel	2018.01	-Python-3.6.3	3
intel	2018.02		1
intel	2018.04		1
intel	2019.00		1
intel	2019.01		2
intel	2019.02		2
intel	2019.03		1
intel	2020.00		1
intel	2020.06-impi-18.5		1
intel	2020.12		1
intel	2022.00		1
intel	2022.05		1
intel	2022.09		1
intel	2022.11		1
intel	2022.12		1
intel	2023.03		1
intel	2023.07		1
intel-compilers	2021.1.2		1
intel-compilers	2021.2.0		20
intel-compilers	2021.2.0	-serial	1
intel-compilers	2021.3.0		1
intel-compilers	2021.4.0		18
intel-compilers	2021.4.0	-serial	1
intel-compilers	2022.0.1		2
intel-compilers	2022.1.0		9
intel-compilers	2022.2.0		1
intel-compilers	2022.2.1		8
intel-compilers	2023.0.0		1
intel-compilers	2023.1.0		8
intel-compilers	2023.2.1		2
intel-compilers	2024.0.0		1
intelcuda	2017b		36
intelcuda	2017b	-AmberTools-17-patchlevel-10-15-Python-2.7.14	1
intelcuda	2017b	-Python-2.7.14	9
intelcuda	2017b	-Python-3.6.3	8
intelcuda	2019a		4
intelcuda	2019a	-Python-2.7.15	1
intelcuda	2019a	-Python-3.7.2	1
intelcuda	2019b		11
intelcuda	2019b	-Python-3.7.4	7
intelcuda	2020a		6
intelcuda	2020a	-Python-3.8.2	4
intelcuda	2020b		13
intelcuda	2016.10		1
iomkl	2017a		3
iomkl	2017a	-2015-10-20-Python-2.7.12	1
iomkl	2017b		3
iomkl	2018a		29
iomkl	2018a	-Python-2.7.14	2
iomkl	2018a	-Python-3.6.4	6
iomkl	2018a	-R-3.5.0	1
iomkl	2018a	-X11-20180131	2
iomkl	2018b		23
iomkl	2018b	-Python-2.7.15	1
iomkl	2018b	-Python-3.6.6	5
iomkl	2019b		3
iomkl	2020b		1
iomkl	2021a		3
iomkl	2021b		1
iomkl	2016.07		27
iomkl	2016.07	-AmberTools-16-patchlevel-5-14	1
iomkl	2016.07	-AmberTools-16-patchlevel-5-14-serial	1
iomkl	2016.09-GCC-4.9.3-2.25		26
iomkl	2016.09-GCC-4.9.3-2.25	-AmberTools-16-patchlevel-5-14-CUDA	1
iomkl	2016.09-GCC-5.4.0-2.26		1
iomkl	2017.01		1
iomkl	2018.02		5
iomkl	2018.02	-Python-3.6.4	3
iomkl	2019.01		1
iompi	2017a		1
iompi	2017b		1
iompi	2018a		1
iompi	2018b		1
iompi	2019b		2
iompi	2020a		4
iompi	2020b		2
iompi	2021a		3
iompi	2021b		1
iompi	2016.07		1
iompi	2016.09-GCC-4.9.3-2.25		1
iompi	2016.09-GCC-5.4.0-2.26		1
iompi	2017.01		1
iompi	2018.02		1
iompi	2019.01		2
NVHPC	21.2		3
NVHPC	21.2	-20160110	1
NVHPC	21.2	-CUDA-11.2.1	1
NVHPC	22.7-CUDA-11.7.0		5
NVHPC	22.7-CUDA-11.7.0	-serial	1
nvofbf	2022.07		1
nvompi	2022.07		4
nvompi	2022.07	-fb	1
PGI	16.3-GCC-4.9.3-2.25		2
PGI	16.4-GCC-5.3.0-2.26		2
PGI	16.7-GCC-5.4.0-2.26		2
PGI	17.4-GCC-6.4.0-2.28		1
PGI	18.4-GCC-6.4.0-2.28		3
pomkl	2016.03		1
pomkl	2016.04		1
pomkl	2016.09		2
pompi	2016.03		1
pompi	2016.04		1
pompi	2016.09		1
SYSTEM	SYSTEM		2082
SYSTEM	SYSTEM	-0-Java-1.7.0_10	1
SYSTEM	SYSTEM	-0-Java-1.7.0_21	1
SYSTEM	SYSTEM	-0-Java-1.7.0_80	1
SYSTEM	SYSTEM	-0-Java-1.8.0_66	1
SYSTEM	SYSTEM	-0-Java-1.8.0_144	1
SYSTEM	SYSTEM	-0-linux-x86-64	2
SYSTEM	SYSTEM	-1	1
SYSTEM	SYSTEM	-1-centos_linux64	3
SYSTEM	SYSTEM	-1.el6.x86_64	1
SYSTEM	SYSTEM	-1.el7.x86_64	1
SYSTEM	SYSTEM	-1-Java-1.7.0_10	1
SYSTEM	SYSTEM	-1.sl5.x86_64	1
SYSTEM	SYSTEM	-2-Java-1.7.0_10	1
SYSTEM	SYSTEM	-2-linux-x86-64	1
SYSTEM	SYSTEM	-2.25	2
SYSTEM	SYSTEM	-2.26	3
SYSTEM	SYSTEM	-2.27	3
SYSTEM	SYSTEM	-2.28	3
SYSTEM	SYSTEM	-2.29	3
SYSTEM	SYSTEM	-2.30	2
SYSTEM	SYSTEM	-2.31.1	2
SYSTEM	SYSTEM	-2.32	3
SYSTEM	SYSTEM	-2el7.x86_64	1
SYSTEM	SYSTEM	2.r837.GLIBCv2.12	1
SYSTEM	SYSTEM	2.r904.glibcv2.17	1
SYSTEM	SYSTEM	-3.10	1
SYSTEM	SYSTEM	-4-Java-1.7.0_10	1
SYSTEM	SYSTEM	-5-Java-1.7.0_10	1
SYSTEM	SYSTEM	-05-09-Java-17	1
SYSTEM	SYSTEM	-6.1.544-i86linux32	1
SYSTEM	SYSTEM	0.8.1_Centos	1
